Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-04 23:12:15+05:30,55,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Keyword,Multiple Pages,3,Maybe,Always,Found a better price elsewhere,Always,No,Moderately,Sometimes,4,Sometimes,4,5,Customer Service,Add more familiar brands to the list,174860,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-09 15:19:53+05:30,64,Prefer Not To Say,Once A Month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple Times A Day,Others,Multiple Pages,1,Maybe,Always,others,Rarely,No,Never,Yes,1,No,3,5,Not Specified,User interface,981800,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-09 14:39:16+05:30,3,Others,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple Pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,2,Sometimes,4,1,Competitive Prices,UI,256141,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 19:41:36+05:30,48,Others,Multiple Times A Week,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Categories,Multiple Pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,No,1,Sometimes,2,3,Product Recommendations,No problems with Amazon,543217,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 03:08:03+05:30,8,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple Times A Day,Not Specified,Multiple Pages,4,Maybe,Often,Changed my mind or no longer need the item,Often,No,Never,No,4,Sometimes,1,1,Not Specified,Add more familiar brands to the list,935169,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-11 23:15:03+05:30,65,Others,Once A Week,Clothing and Fashion,No,Multiple Times A Day,Not Specified,First Page,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,1,Product Recommendations,Add more familiar brands to the list,793506,['Clothing and Fashion']
2023-06-05 13:43:00+05:30,14,Others,Few Times A Month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Not Specified,First Page,4,No,Never,others,Sometimes,No,Occasionally,Sometimes,1,Sometimes,1,3,Customer Service,Add more familiar brands to the list,344950,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-09 15:22:15+05:30,10,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Categories,First Page,1,No,Never,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,2,Yes,2,2,Customer Service,I don't have any problem with Amazon,446705,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-08 03:23:58+05:30,42,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few Times A Week,Keyword,Multiple Pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,No,4,5,Not Specified,User interface of app,584599,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-07 13:00:09+05:30,42,Prefer Not To Say,Less Than Once A Month,Home and Kitchen,No,Rarely,Not Specified,Multiple Pages,3,Maybe,Never,Found a better price elsewhere,Never,No,Heavily,No,5,Yes,4,3,Customer Service,User interface of app,403487,['Home and Kitchen']
2023-06-12 15:49:27+05:30,41,Female,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few Times A Month,Not Specified,First Page,4,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Occasionally,No,3,Sometimes,4,2,Product Recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,907354,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-06 19:17:17+05:30,31,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Categories,First Page,4,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Heavily,No,3,Yes,3,4,Competitive Prices,better app interface and lower shipping charges,919572,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 17:55:15+05:30,56,Male,Less Than Once A Month,others,Sometimes,Few Times A Month,Not Specified,First Page,3,Yes,Never,others,Always,Yes,Heavily,No,2,Yes,4,4,Quick Delivery,Reducing packaging waste,279566,['others']
2023-06-08 09:54:40+05:30,51,Others,Once A Month,Clothing and Fashion;others,Sometimes,Rarely,Others,Multiple Pages,4,Maybe,Never,others,Rarely,Yes,Heavily,Yes,3,Sometimes,2,3,User-Friendly Website/App Interface,Irrelevant product suggestions,763778,"['Clothing and Fashion', 'others']"
2023-06-08 17:27:22+05:30,20,Female,Less Than Once A Month,Clothing and Fashion;others,Yes,Few Times A Week,Filter,First Page,2,No,Rarely,Found a better price elsewhere,Rarely,No,Heavily,Yes,4,Sometimes,4,4,All The Above,Shipping speed and reliability,282789,"['Clothing and Fashion', 'others']"
2023-06-08 17:37:13+05:30,66,Male,Once A Month,Beauty and Personal Care;others,Yes,Rarely,Keyword,Multiple Pages,3,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,4,Sometimes,5,1,All The Above,Quality of product is very poor according to the big offers,299856,"['Beauty and Personal Care', 'others']"
2023-06-08 17:42:23+05:30,52,Others,Less Than Once A Month,others,Sometimes,Few Times A Week,Others,First Page,1,Maybe,Never,High shipping costs,Often,No,Heavily,Sometimes,3,No,3,1,Not Specified,I have no problem with Amazon yet. But others tell me about the refund issues,542360,['others']
2023-06-09 15:22:15+05:30,40,Male,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple Times A Day,Not Specified,First Page,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,1,No,5,2,Wide Product Selection,UI,195663,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-05 20:06:04+05:30,30,Female,Multiple Times A Week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple Times A Day,Others,Multiple Pages,5,Maybe,Never,others,Often,Yes,Rarely,No,2,Sometimes,3,4,Quick Delivery,Shipping speed and reliability,908731,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-11 22:47:42+05:30,62,Others,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few Times A Week,Keyword,Multiple Pages,1,Yes,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,No,1,5,Product Recommendations,Not Specified,518205,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 22:10:26+05:30,3,Others,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few Times A Month,Categories,Multiple Pages,2,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,5,Sometimes,2,1,Not Specified,Shipping speed and reliability,977851,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-04 21:18:12+05:30,5,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple Times A Day,Keyword,First Page,5,Yes,Often,others,Rarely,No,Rarely,Yes,5,No,3,3,Product Recommendations,User interface,591195,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 20:26:58+05:30,43,Others,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Not Specified,First Page,3,Maybe,Often,Found a better price elsewhere,Always,No,Never,Yes,1,Yes,1,3,Quick Delivery,Shipping speed and reliability,270513,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 13:25:26+05:30,18,Female,Less Than Once A Month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Not Specified,First Page,5,Maybe,Rarely,Found a better price elsewhere,Always,No,Rarely,Yes,3,Sometimes,5,4,Customer Service,Add more familiar brands to the list,856506,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-08 17:40:49+05:30,28,Male,Less Than Once A Month,others,No,Few Times A Week,Keyword,First Page,2,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,3,No,4,3,Customer Service,I don't have any problem with Amazon,775528,['others']
2023-06-11 23:02:11+05:30,40,Others,Few Times A Month,Clothing and Fashion;others,Sometimes,Rarely,Categories,First Page,5,Maybe,Sometimes,Found a better price elsewhere,Never,No,Rarely,Sometimes,2,No,2,4,Competitive Prices,Nothing,417833,"['Clothing and Fashion', 'others']"
2023-06-10 10:49:42+05:30,46,Male,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Others,First Page,2,Yes,Rarely,others,Rarely,Yes,Heavily,Sometimes,2,No,4,5,All The Above,Quality of product is very poor according to the big offers,593663,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-06 23:28:31+05:30,16,Prefer Not To Say,Less Than Once A Month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple Times A Day,Categories,First Page,5,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,3,Yes,1,2,User-Friendly Website/App Interface,I don't have any problem with Amazon,627695,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 16:03:59+05:30,37,Others,Once A Week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few Times A Week,Categories,Multiple Pages,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,No,3,Sometimes,4,5,Wide Product Selection,Product quality and accuracy,898287,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-08 17:57:03+05:30,20,Female,Once A Month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Keyword,Multiple Pages,5,No,Sometimes,High shipping costs,Rarely,No,Never,No,3,Yes,5,4,Not Specified,UI,929547,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-11 23:09:33+05:30,6,Female,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple Times A Day,Categories,First Page,5,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,5,No,5,3,Customer Service,UI,860129,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-09 14:43:37+05:30,50,Male,Few Times A Month,Beauty and Personal Care;Home and Kitchen,No,Few Times A Month,Filter,First Page,5,No,Often,High shipping costs,Never,Yes,Occasionally,Sometimes,5,Yes,4,1,Quick Delivery,Reducing packaging waste,443283,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-09 10:31:15+05:30,57,Female,Once A Month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple Times A Day,Categories,Multiple Pages,1,No,Sometimes,High shipping costs,Always,No,Moderately,Yes,4,Yes,3,2,Customer Service,User interface,527423,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-05 14:16:16+05:30,49,Others,Once A Week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few Times A Month,Not Specified,First Page,1,Maybe,Never,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,4,Yes,4,1,User-Friendly Website/App Interface,Product quality and accuracy,419821,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-06 19:18:52+05:30,51,Prefer Not To Say,Multiple Times A Week,Clothing and Fashion;Home and Kitchen,No,Rarely,Others,First Page,4,Maybe,Never,Found a better price elsewhere,Never,No,Never,Sometimes,5,Yes,1,5,Quick Delivery,Nil,375497,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:36:16+05:30,37,Prefer Not To Say,Few Times A Month,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Categories,Multiple Pages,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Rarely,No,5,Sometimes,3,2,Quick Delivery,Reducing packaging waste,944516,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-09 09:35:19+05:30,39,Male,Few Times A Month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few Times A Month,Keyword,First Page,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,No,5,No,2,5,Customer Service,Quality of product is very poor according to the big offers,539756,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 17:48:14+05:30,13,Others,Once A Month,Clothing and Fashion;others,No,Multiple Times A Day,Not Specified,Multiple Pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,3,Yes,1,2,Product Recommendations,Product quality and accuracy,285145,"['Clothing and Fashion', 'others']"
2023-06-07 12:30:22+05:30,58,Others,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion,No,Few Times A Month,Not Specified,First Page,1,No,Always,High shipping costs,Rarely,No,Never,No,3,Sometimes,1,2,Customer Service,User interface,347345,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 22:39:21+05:30,35,Prefer Not To Say,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Keyword,First Page,3,Maybe,Often,High shipping costs,Often,Yes,Never,Sometimes,2,No,2,1,User-Friendly Website/App Interface,Shipping speed and reliability,455372,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-09 16:30:15+05:30,26,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Not Specified,Multiple Pages,5,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,4,Sometimes,4,1,Product Recommendations,Irrelevant product suggestions,442259,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 15:51:31+05:30,39,Prefer Not To Say,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple Times A Day,Others,First Page,1,Maybe,Never,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,4,Sometimes,5,3,All The Above,Shipping speed and reliability,234621,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-11 23:28:26+05:30,54,Male,Multiple Times A Week,Home and Kitchen;others,Sometimes,Few Times A Month,Filter,Multiple Pages,2,No,Rarely,others,Sometimes,No,Moderately,Sometimes,3,Sometimes,4,2,Competitive Prices,better app interface and lower shipping charges,581857,"['Home and Kitchen', 'others']"
2023-06-09 16:32:28+05:30,61,Others,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple Times A Day,Others,Multiple Pages,2,Maybe,Rarely,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,2,4,Customer Service,Quality of product is very poor according to the big offers,690565,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-09 10:30:39+05:30,64,Female,Less Than Once A Month,Home and Kitchen,Sometimes,Few Times A Week,Others,First Page,5,Maybe,Sometimes,High shipping costs,Often,No,Never,Yes,5,Yes,4,3,User-Friendly Website/App Interface,I don't have any problem with Amazon,558592,['Home and Kitchen']
2023-06-09 15:08:38+05:30,13,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple Times A Day,Keyword,First Page,5,Maybe,Always,High shipping costs,Never,Yes,Occasionally,Sometimes,2,Yes,3,3,Customer Service,Customer service responsiveness,411493,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-06 19:54:19+05:30,60,Female,Once A Week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First Page,2,Yes,Sometimes,High shipping costs,Never,Yes,Heavily,No,2,Yes,1,5,Wide Product Selection,Scrolling option would be much better than going to next page,229321,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 18:30:43+05:30,65,Female,Few Times A Month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple Times A Day,Keyword,Multiple Pages,2,No,Often,others,Rarely,No,Heavily,Yes,5,Yes,4,4,Product Recommendations,No problems with Amazon,946123,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-05 10:36:38+05:30,55,Female,Once A Week,Beauty and Personal Care;others,Yes,Multiple Times A Day,Not Specified,First Page,3,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,3,Sometimes,2,1,Quick Delivery,Product quality and accuracy,969547,"['Beauty and Personal Care', 'others']"
2023-06-08 17:48:14+05:30,46,Others,Once A Month,others,No,Multiple Times A Day,Not Specified,First Page,5,Maybe,Never,Found a better price elsewhere,Often,No,Rarely,No,1,Yes,3,2,Customer Service,UI,603291,['others']
2023-06-08 22:39:59+05:30,7,Male,Few Times A Month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple Times A Day,Categories,Multiple Pages,1,Yes,Sometimes,High shipping costs,Always,No,Occasionally,Sometimes,5,Sometimes,1,1,Wide Product Selection,User interface of app,735358,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 18:20:53+05:30,37,Female,Once A Week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few Times A Week,Categories,Multiple Pages,1,Maybe,Sometimes,others,Sometimes,Yes,Heavily,No,1,Sometimes,2,3,Competitive Prices,Nil,180988,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-08 21:17:38+05:30,56,Female,Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Not Specified,First Page,5,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,No,4,Yes,3,1,Customer Service,Nil,879901,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-07 23:05:19+05:30,32,Others,Less Than Once A Month,Home and Kitchen;others,No,Few Times A Month,Categories,First Page,5,Maybe,Sometimes,others,Never,Yes,Occasionally,Sometimes,4,Yes,3,5,Quick Delivery,Add more familiar brands to the list,140304,"['Home and Kitchen', 'others']"
2023-06-11 23:24:21+05:30,58,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Categories,First Page,2,No,Always,others,Never,Yes,Never,No,2,Sometimes,4,2,All The Above,UI,704818,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-08 17:23:05+05:30,20,Others,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Others,Multiple Pages,2,Yes,Always,High shipping costs,Never,No,Heavily,Sometimes,4,Yes,4,4,Not Specified,Product quality and accuracy,288823,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:33:01+05:30,9,Female,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple Times A Day,Not Specified,Multiple Pages,4,No,Always,Found a better price elsewhere,Never,Yes,Heavily,Yes,5,Sometimes,3,1,User-Friendly Website/App Interface,User interface,270994,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-11 23:22:19+05:30,5,Others,Less Than Once A Month,Home and Kitchen,Yes,Rarely,Filter,Multiple Pages,5,No,Rarely,Changed my mind or no longer need the item,Often,No,Never,Sometimes,5,Yes,3,3,Quick Delivery,User interface of app,923112,['Home and Kitchen']
2023-06-04 21:10:08+05:30,33,Male,Less Than Once A Month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few Times A Week,Others,First Page,3,No,Often,Found a better price elsewhere,Often,Yes,Never,Yes,1,Yes,2,3,Not Specified,UI,339162,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 10:57:14+05:30,56,Prefer Not To Say,Multiple Times A Week,Clothing and Fashion;others,No,Multiple Times A Day,Categories,First Page,4,No,Rarely,High shipping costs,Never,No,Occasionally,Sometimes,3,No,5,3,Quick Delivery,better app interface and lower shipping charges,849712,"['Clothing and Fashion', 'others']"
2023-06-06 09:37:33+05:30,52,Prefer Not To Say,Few Times A Month,Clothing and Fashion;others,Sometimes,Rarely,Filter,First Page,5,No,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,5,No,4,5,Not Specified,User interface of app,820581,"['Clothing and Fashion', 'others']"
2023-06-11 23:27:55+05:30,12,Male,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple Times A Day,Filter,Multiple Pages,4,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,1,Sometimes,4,1,Wide Product Selection,Nil,618765,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-12 15:45:27+05:30,10,Others,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few Times A Week,Filter,Multiple Pages,1,Yes,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,5,No,2,4,Competitive Prices,Not Specified,353310,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-12 16:03:59+05:30,42,Others,Once A Month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple Times A Day,Others,Multiple Pages,4,Maybe,Often,others,Often,Yes,Moderately,Yes,5,Yes,2,5,Customer Service,Nil,982706,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-09 14:42:57+05:30,55,Others,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Not Specified,First Page,5,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,5,No,2,4,Quick Delivery,Product quality and accuracy,992395,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 16:02:02+05:30,25,Male,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple Times A Day,Not Specified,Multiple Pages,2,Yes,Often,others,Sometimes,No,Heavily,Yes,3,No,4,1,Customer Service,Customer service responsiveness,633158,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-05 22:05:25+05:30,42,Others,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First Page,2,Yes,Rarely,others,Often,Yes,Moderately,No,5,Sometimes,3,2,Quick Delivery,Shipping speed and reliability,207609,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:43:45+05:30,66,Female,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few Times A Week,Not Specified,First Page,5,No,Often,High shipping costs,Often,Yes,Rarely,Yes,3,Sometimes,1,3,Quick Delivery,Add more familiar brands to the list,335999,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-07 22:09:54+05:30,43,Prefer Not To Say,Once A Week,Home and Kitchen;others,Sometimes,Few Times A Month,Categories,Multiple Pages,3,No,Rarely,Changed my mind or no longer need the item,Never,No,Rarely,Yes,2,Yes,1,1,All The Above,Shipping speed and reliability,297506,"['Home and Kitchen', 'others']"
2023-06-05 00:02:56+05:30,17,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Month,Categories,Multiple Pages,5,No,Always,others,Always,Yes,Never,No,2,No,4,5,Wide Product Selection,UI,190212,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 15:48:11+05:30,30,Others,Multiple Times A Week,Clothing and Fashion;others,Yes,Rarely,Filter,First Page,5,No,Always,others,Never,Yes,Never,No,4,Sometimes,3,4,All The Above,User interface,973395,"['Clothing and Fashion', 'others']"
2023-06-07 23:02:45+05:30,48,Male,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple Times A Day,Categories,First Page,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,4,No,3,5,Not Specified,I have no problem with Amazon yet. But others tell me about the refund issues,606855,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 21:10:08+05:30,16,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple Times A Day,Categories,Multiple Pages,5,Maybe,Never,others,Often,No,Occasionally,Sometimes,4,No,4,2,User-Friendly Website/App Interface,Customer service responsiveness,250358,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-05 22:05:25+05:30,57,Prefer Not To Say,Once A Month,Home and Kitchen,Sometimes,Rarely,Categories,First Page,1,Maybe,Always,Found a better price elsewhere,Never,Yes,Never,No,5,Yes,4,4,Not Specified,Irrelevant product suggestions,552072,['Home and Kitchen']
2023-06-04 20:00:11+05:30,48,Female,Once A Month,Home and Kitchen;others,No,Multiple Times A Day,Others,First Page,2,No,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,Yes,2,5,Quick Delivery,Nothing,433536,"['Home and Kitchen', 'others']"
2023-06-09 10:26:01+05:30,17,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Month,Categories,First Page,2,No,Rarely,others,Never,No,Occasionally,Yes,4,Sometimes,2,1,Competitive Prices,Not Specified,248097,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 10:30:39+05:30,4,Male,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few Times A Week,Others,First Page,3,No,Often,High shipping costs,Rarely,No,Never,No,5,No,5,2,Competitive Prices,I don't have any problem with Amazon,707115,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-05 22:06:15+05:30,63,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Categories,First Page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,5,Sometimes,1,4,User-Friendly Website/App Interface,User interface,471770,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-08 17:09:31+05:30,6,Prefer Not To Say,Once A Month,Groceries and Gourmet Food;Clothing and Fashion,No,Few Times A Week,Others,Multiple Pages,5,Yes,Always,High shipping costs,Often,No,Never,Yes,5,Sometimes,3,4,All The Above,UI,126786,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-07 09:24:31+05:30,13,Male,Once A Month,Clothing and Fashion;Home and Kitchen,No,Multiple Times A Day,Categories,First Page,3,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,5,Yes,3,1,Customer Service,Nil,923965,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 11:20:53+05:30,15,Others,Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Week,Keyword,Multiple Pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,4,Yes,5,4,Quick Delivery,Product quality and accuracy,766692,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
